date,category,sales,transactions,avg_basket_size,day_of_week,month
2025-11-05,HomeDecor,22560.49,23,1517.6,2,11
2025-11-06,Electronics,68906.58,59,1371.58,3,11
2025-11-06,Clothing,35812.19,34,738.65,3,11
2025-11-06,Groceries,36573.08,44,900.35,3,11
2025-11-06,Footwear,27954.05,27,1520.08,3,11
2025-11-06,HomeDecor,20246.35,22,1246.37,3,11
2025-11-07,Electronics,65602.57,75,1193.91,4,11
2025-11-07,Clothing,53089.59,45,1206.7,4,11
2025-11-07,Groceries,39903.16,40,2453.21,4,11
2025-11-07,Footwear,28286.46,32,2045.26,4,11
2025-11-07,HomeDecor,23788.31,22,1667.14,4,11
2025-11-08,Electronics,103876.63,107,1059.3,5,11
2025-11-08,Clothing,66367.15,76,1108.2,5,11
2025-11-08,Groceries,50926.88,54,867.67,5,11
2025-11-08,Footwear,37879.91,45,1151.4,5,11
2025-11-08,HomeDecor,32495.85,32,2241.91,5,11
2025-11-09,Electronics,94710.64,93,1071.71,6,11
2025-11-09,Clothing,66188.3,75,2145.61,6,11
2025-11-09,Groceries,53840.56,49,1970.14,6,11
2025-11-09,Footwear,44750.69,49,2049.93,6,11
2025-11-09,HomeDecor,28749.22,27,2492.34,6,11
2025-11-10,Electronics,76392.41,73,1547.64,0,11
2025-11-10,Clothing,45889.2,47,1545.0,0,11
2025-11-10,Groceries,45282.23,53,2395.94,0,11
2025-11-10,Footwear,27932.44,26,1468.74,0,11
2025-11-10,HomeDecor,26405.92,28,1008.77,0,11
2025-11-11,Electronics,68835.9,70,692.45,1,11
2025-11-11,Clothing,42068.62,44,1540.3,1,11
2025-11-11,Groceries,35685.43,31,1877.79,1,11
2025-11-11,Footwear,29038.96,30,1619.71,1,11
2025-11-11,HomeDecor,23454.37,27,1418.76,1,11
2025-11-12,Electronics,71029.14,75,1982.27,2,11
2025-11-12,Clothing,42418.35,35,1366.18,2,11
2025-11-12,Groceries,37408.67,45,1361.11,2,11
2025-11-12,Footwear,36426.81,33,1667.45,2,11
2025-11-12,HomeDecor,26386.97,26,1651.12,2,11
2025-11-13,Electronics,70445.18,84,1334.06,3,11
2025-11-13,Clothing,45171.02,43,2052.37,3,11
2025-11-13,Groceries,37950.12,40,2168.09,3,11
2025-11-13,Footwear,31840.55,28,1892.76,3,11
2025-11-13,HomeDecor,20198.72,23,844.46,3,11
2025-11-14,Electronics,65762.71,77,1348.42,4,11
2025-11-14,Clothing,37491.37,38,1659.88,4,11
2025-11-14,Groceries,38997.09,39,2034.43,4,11
2025-11-14,Footwear,31941.59,35,1744.68,4,11
2025-11-14,HomeDecor,21412.83,21,1550.15,4,11
2025-11-15,Electronics,105467.95,128,673.94,5,11
2025-11-15,Clothing,53303.47,45,1232.78,5,11
2025-11-15,Groceries,43211.6,41,1586.73,5,11
2025-11-15,Footwear,41409.03,47,1751.89,5,11
2025-11-15,HomeDecor,33555.56,31,865.58,5,11
2025-11-16,Electronics,106469.79,95,1205.21,6,11
2025-11-16,Clothing,57962.28,57,2482.17,6,11
2025-11-16,Groceries,56085.82,47,2200.94,6,11
2025-11-16,Footwear,40344.04,36,1239.11,6,11
2025-11-16,HomeDecor,29850.64,28,1611.45,6,11
2025-11-17,Electronics,73464.7,63,1669.56,0,11
2025-11-17,Clothing,47935.45,45,2149.92,0,11
2025-11-17,Groceries,31588.53,31,1229.36,0,11
2025-11-17,Footwear,34429.62,40,2461.81,0,11
2025-11-17,HomeDecor,25605.21,23,1184.59,0,11
2025-11-18,Electronics,63277.45,54,2256.99,1,11
2025-11-18,Clothing,46781.12,41,650.63,1,11
2025-11-18,Groceries,39352.61,37,1104.51,1,11
2025-11-18,Footwear,30782.02,27,2087.52,1,11
2025-11-18,HomeDecor,21261.81,17,1699.1,1,11
2025-11-19,Electronics,62966.54,68,1970.66,2,11
2025-11-19,Clothing,44885.01,40,1512.85,2,11
2025-11-19,Groceries,41897.73,39,1795.15,2,11
2025-11-19,Footwear,31630.8,28,2071.75,2,11
2025-11-19,HomeDecor,21666.12,21,880.77,2,11
2025-11-20,Electronics,72708.97,63,1060.17,3,11
2025-11-20,Clothing,32181.56,29,2401.59,3,11
2025-11-20,Groceries,41807.87,48,962.49,3,11
2025-11-20,Footwear,24780.86,24,1196.02,3,11
2025-11-20,HomeDecor,21684.51,24,1384.62,3,11
2025-11-21,Electronics,59942.23,66,1379.72,4,11
2025-11-21,Clothing,39173.93,32,1761.81,4,11
2025-11-21,Groceries,41853.1,40,2258.35,4,11
2025-11-21,Footwear,28596.9,24,1982.06,4,11
2025-11-21,HomeDecor,23279.63,20,862.36,4,11
2025-11-22,Electronics,90697.44,100,1665.68,5,11
2025-11-22,Clothing,63648.02,55,1508.9,5,11
2025-11-22,Groceries,51013.91,51,1196.13,5,11
2025-11-22,Footwear,35303.88,39,1473.36,5,11
2025-11-22,HomeDecor,33401.16,31,1250.42,5,11
2025-11-23,Electronics,86625.64,88,1884.15,6,11
2025-11-23,Clothing,51293.76,43,1893.42,6,11
2025-11-23,Groceries,48457.67,41,1102.29,6,11
2025-11-23,Footwear,46578.08,44,965.3,6,11
2025-11-23,HomeDecor,32957.55,35,1130.11,6,11
2025-11-24,Electronics,65146.6,68,1027.25,0,11
2025-11-24,Clothing,43428.34,45,2065.23,0,11
2025-11-24,Groceries,36293.87,31,993.83,0,11
2025-11-24,Footwear,36230.24,31,1529.11,0,11
2025-11-24,HomeDecor,23359.35,22,1262.73,0,11
2025-11-25,Electronics,70402.78,60,1119.57,1,11
2025-11-25,Clothing,49636.28,57,1689.61,1,11
2025-11-25,Groceries,38395.46,35,1321.42,1,11
2025-11-25,Footwear,29222.87,29,2154.92,1,11
2025-11-25,HomeDecor,22058.21,18,2128.77,1,11
2025-11-26,Electronics,67016.69,70,679.93,2,11
2025-11-26,Clothing,44832.5,38,750.16,2,11
2025-11-26,Groceries,40228.61,39,1846.35,2,11
2025-11-26,Footwear,30155.84,25,1510.25,2,11
2025-11-26,HomeDecor,24148.44,26,2173.11,2,11
2025-11-27,Electronics,66955.16,71,2372.75,3,11
2025-11-27,Clothing,45353.86,39,1116.08,3,11
2025-11-27,Groceries,30006.75,35,1769.79,3,11
2025-11-27,Footwear,32748.98,29,1054.64,3,11
2025-11-27,HomeDecor,23279.6,28,1872.68,3,11
2025-11-28,Electronics,74236.57,69,1028.78,4,11
2025-11-28,Clothing,31966.85,34,699.73,4,11
2025-11-28,Groceries,45331.41,44,1227.56,4,11
2025-11-28,Footwear,29581.23,28,791.04,4,11
2025-11-28,HomeDecor,24993.41,20,861.19,4,11
2025-11-29,Electronics,81648.86,75,2458.03,5,11
2025-11-29,Clothing,64472.6,73,1373.12,5,11
2025-11-29,Groceries,45292.08,43,1507.15,5,11
2025-11-29,Footwear,37973.74,42,2036.23,5,11
2025-11-29,HomeDecor,36188.87,38,1210.22,5,11
2025-11-30,Electronics,89387.41,79,712.41,6,11
2025-11-30,Clothing,62070.9,52,769.98,6,11
2025-11-30,Groceries,55029.72,50,1041.22,6,11
2025-11-30,Footwear,42507.51,36,1973.92,6,11
2025-11-30,HomeDecor,30831.9,37,2335.14,6,11
2025-12-01,Electronics,69963.49,78,1393.98,0,12
2025-12-01,Clothing,55815.37,62,2374.45,0,12
2025-12-01,Groceries,37283.93,45,2494.63,0,12
2025-12-01,Footwear,30603.3,30,2097.13,0,12
2025-12-01,HomeDecor,24863.97,27,2379.56,0,12
2025-12-02,Electronics,74962.3,79,2265.81,1,12
2025-12-02,Clothing,50341.64,62,1166.95,1,12
2025-12-02,Groceries,39895.24,36,803.87,1,12
2025-12-02,Footwear,26570.99,27,1140.67,1,12
2025-12-02,HomeDecor,26175.22,23,1632.27,1,12
2025-12-03,Electronics,59762.17,56,2289.59,2,12
2025-12-03,Clothing,46361.86,53,2217.01,2,12
2025-12-03,Groceries,34671.47,33,1118.39,2,12
2025-12-03,Footwear,29807.58,34,1228.3,2,12
2025-12-03,HomeDecor,23239.72,19,1471.94,2,12
2025-12-04,Electronics,69669.16,74,1965.34,3,12
2025-12-04,Clothing,46898.64,58,1999.57,3,12
2025-12-04,Groceries,43551.42,45,1678.78,3,12
2025-12-04,Footwear,31360.6,26,967.01,3,12
2025-12-04,HomeDecor,21950.65,19,2226.68,3,12
2025-12-05,Electronics,74007.59,73,2171.28,4,12
2025-12-05,Clothing,50352.62,47,1223.06,4,12
2025-12-05,Groceries,32896.47,32,1871.59,4,12
2025-12-05,Footwear,31792.2,35,2465.2,4,12
2025-12-05,HomeDecor,24077.64,23,1214.84,4,12
2025-12-06,Electronics,88413.45,95,612.98,5,12
2025-12-06,Clothing,69107.42,69,1047.49,5,12
2025-12-06,Groceries,49865.34,42,1107.29,5,12
2025-12-06,Footwear,41008.58,42,1173.7,5,12
2025-12-06,HomeDecor,29849.29,25,1688.47,5,12
2025-12-07,Electronics,91266.96,97,1842.0,6,12
2025-12-07,Clothing,54090.13,46,1048.97,6,12
2025-12-07,Groceries,43334.74,37,824.63,6,12
2025-12-07,Footwear,46957.75,49,903.46,6,12
2025-12-07,HomeDecor,27802.35,24,1554.79,6,12
2025-12-08,Electronics,60808.1,52,2062.7,0,12
2025-12-08,Clothing,35309.74,30,823.09,0,12
2025-12-08,Groceries,35103.89,36,1298.33,0,12
2025-12-08,Footwear,26030.73,28,1016.34,0,12
2025-12-08,HomeDecor,26194.53,30,1508.55,0,12
2025-12-09,Electronics,74316.27,72,2020.7,1,12
2025-12-09,Clothing,41903.32,37,1309.89,1,12
2025-12-09,Groceries,45946.63,39,1643.55,1,12
2025-12-09,Footwear,32945.3,31,2038.97,1,12
2025-12-09,HomeDecor,21769.13,19,2168.65,1,12
2025-12-10,Electronics,50629.01,42,1070.18,2,12
2025-12-10,Clothing,55309.24,46,1732.05,2,12
2025-12-10,Groceries,32289.1,38,1598.46,2,12
2025-12-10,Footwear,25063.8,23,1937.16,2,12
2025-12-10,HomeDecor,24800.78,29,2342.76,2,12
2025-12-11,Electronics,83968.33,97,717.34,3,12
2025-12-11,Clothing,51229.23,47,2315.49,3,12
2025-12-11,Groceries,39614.66,43,1688.13,3,12
2025-12-11,Footwear,31784.26,36,912.62,3,12
2025-12-11,HomeDecor,24420.19,22,1439.5,3,12
2025-12-12,Electronics,72622.77,63,990.26,4,12
2025-12-12,Clothing,46265.36,42,1528.77,4,12
2025-12-12,Groceries,37890.75,35,1446.42,4,12
2025-12-12,Footwear,29812.22,36,1461.52,4,12
2025-12-12,HomeDecor,20803.58,19,1389.31,4,12
2025-12-13,Electronics,88567.35,81,709.7,5,12
2025-12-13,Clothing,50465.29,48,1878.26,5,12
2025-12-13,Groceries,50127.16,52,1974.23,5,12
2025-12-13,Footwear,36496.21,36,1083.47,5,12
2025-12-13,HomeDecor,27022.85,33,2017.03,5,12
2025-12-14,Electronics,92764.29,84,738.76,6,12
2025-12-14,Clothing,69206.41,68,1254.6,6,12
2025-12-14,Groceries,55273.98,66,1628.21,6,12
2025-12-14,Footwear,34139.47,41,2375.71,6,12
2025-12-14,HomeDecor,27369.0,32,2473.66,6,12
2025-12-15,Electronics,73850.21,70,660.3,0,12
2025-12-15,Clothing,40578.81,40,941.96,0,12
2025-12-15,Groceries,36657.63,42,2055.07,0,12
2025-12-15,Footwear,31650.16,26,1827.17,0,12
2025-12-15,HomeDecor,20321.22,20,1311.48,0,12
2025-12-16,Electronics,68211.28,68,1452.22,1,12
2025-12-16,Clothing,38996.89,39,1313.73,1,12
2025-12-16,Groceries,35244.87,30,2431.87,1,12
2025-12-16,Footwear,30959.35,28,852.68,1,12
2025-12-16,HomeDecor,18915.76,19,825.4,1,12
2025-12-17,Electronics,70473.2,65,1346.81,2,12
2025-12-17,Clothing,44911.63,51,1982.93,2,12
2025-12-17,Groceries,39571.84,43,2186.16,2,12
2025-12-17,Footwear,30671.74,25,643.2,2,12
2025-12-17,HomeDecor,25569.32,26,1479.71,2,12
2025-12-18,Electronics,68345.27,58,1634.45,3,12
2025-12-18,Clothing,43067.68,40,1320.63,3,12
2025-12-18,Groceries,37958.62,41,1070.27,3,12
2025-12-18,Footwear,31629.89,32,894.73,3,12
2025-12-18,HomeDecor,22609.94,25,2381.08,3,12
2025-12-19,Electronics,67773.99,57,2054.43,4,12
2025-12-19,Clothing,41841.04,51,2138.01,4,12
2025-12-19,Groceries,35014.12,34,1768.35,4,12
2025-12-19,Footwear,25792.18,31,1057.27,4,12
2025-12-19,HomeDecor,26436.55,31,791.7,4,12
2025-12-20,Electronics,79790.3,97,1448.24,5,12
2025-12-20,Clothing,56540.6,49,1936.24,5,12
2025-12-20,Groceries,46988.06,57,1064.99,5,12
2025-12-20,Footwear,44124.44,53,1364.3,5,12
2025-12-20,HomeDecor,29479.09,32,1625.54,5,12
2025-12-21,Electronics,102495.05,86,2241.09,6,12
2025-12-21,Clothing,56658.54,68,866.26,6,12
2025-12-21,Groceries,52037.41,54,1044.91,6,12
2025-12-21,Footwear,37116.84,31,1694.61,6,12
2025-12-21,HomeDecor,36890.89,33,1736.04,6,12
2025-12-22,Electronics,59483.71,51,2154.93,0,12
2025-12-22,Clothing,46394.19,50,1173.35,0,12
2025-12-22,Groceries,39876.66,45,2472.82,0,12
2025-12-22,Footwear,31241.4,29,1019.98,0,12
2025-12-22,HomeDecor,22083.1,23,1122.79,0,12
2025-12-23,Electronics,66623.71,61,2402.19,1,12
2025-12-23,Clothing,45197.15,38,2332.0,1,12
2025-12-23,Groceries,36948.74,32,1889.63,1,12
2025-12-23,Footwear,32891.64,30,1541.68,1,12
2025-12-23,HomeDecor,27473.68,28,2389.01,1,12
2025-12-24,Electronics,63736.93,55,1324.19,2,12
2025-12-24,Clothing,38835.89,36,1205.6,2,12
2025-12-24,Groceries,37168.94,36,1375.69,2,12
2025-12-24,Footwear,37739.13,39,1315.27,2,12
2025-12-24,HomeDecor,20691.73,17,1622.06,2,12
2025-12-25,Electronics,78564.04,85,2213.75,3,12
2025-12-25,Clothing,52549.65,55,2229.33,3,12
2025-12-25,Groceries,35424.04,40,2130.97,3,12
2025-12-25,Footwear,31706.95,38,1668.53,3,12
2025-12-25,HomeDecor,26163.89,25,1658.84,3,12
2025-12-26,Electronics,64940.89,74,1338.0,4,12
2025-12-26,Clothing,44083.89,47,986.34,4,12
2025-12-26,Groceries,35318.7,31,750.23,4,12
2025-12-26,Footwear,26955.73,26,2209.55,4,12
2025-12-26,HomeDecor,21039.13,24,1617.71,4,12
2025-12-27,Electronics,79971.84,89,697.92,5,12
2025-12-27,Clothing,60957.06,61,1879.98,5,12
2025-12-27,Groceries,46727.01,42,675.14,5,12
2025-12-27,Footwear,41446.83,49,957.51,5,12
2025-12-27,HomeDecor,25648.97,21,1716.41,5,12
2025-12-28,Electronics,94140.15,82,1661.82,6,12
2025-12-28,Clothing,65813.69,62,996.89,6,12
2025-12-28,Groceries,40531.71,41,1176.06,6,12
2025-12-28,Footwear,42014.93,52,1002.43,6,12
2025-12-28,HomeDecor,34104.04,38,2427.95,6,12
2025-12-29,Electronics,59334.92,68,2019.07,0,12
2025-12-29,Clothing,52526.58,44,1509.95,0,12
2025-12-29,Groceries,39071.32,42,1921.69,0,12
2025-12-29,Footwear,27884.96,24,988.57,0,12
2025-12-29,HomeDecor,22374.52,24,1648.95,0,12
2025-12-30,Electronics,71268.71,59,1137.81,1,12
2025-12-30,Clothing,45342.02,43,1613.94,1,12
2025-12-30,Groceries,39520.33,40,1186.0,1,12
2025-12-30,Footwear,27237.98,27,1574.35,1,12
2025-12-30,HomeDecor,22881.06,21,1485.41,1,12
2025-12-31,Electronics,57957.43,49,1492.03,2,12
2025-12-31,Clothing,44499.48,46,2337.23,2,12
2025-12-31,Groceries,34110.35,34,1194.55,2,12
2025-12-31,Footwear,27793.41,33,1668.8,2,12
2025-12-31,HomeDecor,25281.21,27,2008.38,2,12
2026-01-01,Electronics,49910.9,61,1095.47,3,1
2026-01-01,Clothing,31827.41,28,1700.37,3,1
2026-01-01,Groceries,22269.22,21,1160.87,3,1
2026-01-01,Footwear,19367.18,21,1226.74,3,1
2026-01-01,HomeDecor,16819.65,16,1682.6,3,1
2026-01-02,Electronics,45637.73,49,1548.67,4,1
2026-01-02,Clothing,36957.99,32,2392.58,4,1
2026-01-02,Groceries,25983.29,26,1088.92,4,1
2026-01-02,Footwear,20384.1,19,2436.37,4,1
2026-01-02,HomeDecor,14536.33,12,2005.23,4,1
2026-01-03,Electronics,61561.26,59,919.64,5,1
2026-01-03,Clothing,39882.5,40,921.6,5,1
2026-01-03,Groceries,36139.87,30,1638.44,5,1
2026-01-03,Footwear,29583.1,33,2342.11,5,1
2026-01-03,HomeDecor,18658.37,17,2481.61,5,1
2026-01-04,Electronics,52662.76,63,1595.49,6,1
2026-01-04,Clothing,33063.37,39,2395.86,6,1
2026-01-04,Groceries,35464.47,31,692.18,6,1
2026-01-04,Footwear,24020.91,29,1383.55,6,1
2026-01-04,HomeDecor,15890.4,14,1039.72,6,1
2026-01-05,Electronics,46748.6,40,886.96,0,1
2026-01-05,Clothing,37479.0,41,1560.89,0,1
2026-01-05,Groceries,24984.82,25,714.86,0,1
2026-01-05,Footwear,21676.98,19,1866.83,0,1
2026-01-05,HomeDecor,15122.74,13,2334.23,0,1
2026-01-06,Electronics,44555.0,39,1526.92,1,1
2026-01-06,Clothing,32757.23,40,1611.2,1,1
2026-01-06,Groceries,24274.31,24,622.52,1,1
2026-01-06,Footwear,20534.78,19,1972.17,1,1
2026-01-06,HomeDecor,15482.55,14,2457.21,1,1
2026-01-07,Electronics,41993.59,51,1554.21,2,1
2026-01-07,Clothing,32976.13,28,1880.66,2,1
2026-01-07,Groceries,24562.6,27,803.33,2,1
2026-01-07,Footwear,18488.51,21,1596.33,2,1
2026-01-07,HomeDecor,15804.76,17,964.67,2,1
2026-01-08,Electronics,40956.89,38,1079.59,3,1
2026-01-08,Clothing,30084.54,30,1107.92,3,1
2026-01-08,Groceries,24977.2,24,750.14,3,1
2026-01-08,Footwear,22171.79,22,1472.1,3,1
2026-01-08,HomeDecor,15712.05,17,2481.44,3,1
2026-01-09,Electronics,44887.38,49,1169.95,4,1
2026-01-09,Clothing,32453.3,38,1842.1,4,1
2026-01-09,Groceries,28475.52,25,2043.21,4,1
2026-01-09,Footwear,21115.62,24,1370.03,4,1
2026-01-09,HomeDecor,15015.53,15,1650.13,4,1
2026-01-10,Electronics,52780.59,63,1809.82,5,1
2026-01-10,Clothing,36186.29,31,925.63,5,1
2026-01-10,Groceries,32719.87,31,2206.13,5,1
2026-01-10,Footwear,25354.32,22,2090.31,5,1
2026-01-10,HomeDecor,19871.38,18,2456.93,5,1
2026-01-11,Electronics,61094.15,72,2300.1,6,1
2026-01-11,Clothing,42645.26,51,1036.56,6,1
2026-01-11,Groceries,33512.07,29,2286.35,6,1
2026-01-11,Footwear,28313.55,27,1115.08,6,1
2026-01-11,HomeDecor,20380.56,24,1900.41,6,1
2026-01-12,Electronics,36110.4,38,2308.69,0,1
2026-01-12,Clothing,27181.99,24,1850.41,0,1
2026-01-12,Groceries,24639.78,27,2364.66,0,1
2026-01-12,Footwear,17580.61,18,629.75,0,1
2026-01-12,HomeDecor,15899.89,17,1715.37,0,1
2026-01-13,Electronics,51888.38,43,2159.31,1,1
2026-01-13,Clothing,33656.29,33,2364.86,1,1
2026-01-13,Groceries,24466.39,25,908.66,1,1
2026-01-13,Footwear,22981.45,24,1676.72,1,1
2026-01-13,HomeDecor,15223.0,15,1886.37,1,1
2026-01-14,Electronics,43483.11,40,1230.29,2,1
2026-01-14,Clothing,28159.79,23,2005.52,2,1
2026-01-14,Groceries,24243.83,21,1975.91,2,1
2026-01-14,Footwear,19223.65,18,2016.37,2,1
2026-01-14,HomeDecor,15255.62,15,702.02,2,1
2026-01-15,Electronics,45722.58,44,1041.07,3,1
2026-01-15,Clothing,30009.14,35,1247.13,3,1
2026-01-15,Groceries,26092.35,21,1766.34,3,1
2026-01-15,Footwear,22381.29,20,1353.74,3,1
2026-01-15,HomeDecor,16424.33,13,1220.12,3,1
2026-01-16,Electronics,38317.96,34,1119.32,4,1
2026-01-16,Clothing,22338.24,21,1532.15,4,1
2026-01-16,Groceries,27335.8,27,1650.77,4,1
2026-01-16,Footwear,17266.24,17,1420.51,4,1
2026-01-16,HomeDecor,14662.85,12,1713.16,4,1
2026-01-17,Electronics,53641.56,53,762.82,5,1
2026-01-17,Clothing,33201.98,29,1161.22,5,1
2026-01-17,Groceries,35577.44,38,1954.91,5,1
2026-01-17,Footwear,29049.72,34,1109.15,5,1
2026-01-17,HomeDecor,19082.57,19,1952.19,5,1
2026-01-18,Electronics,45009.42,40,893.13,6,1
2026-01-18,Clothing,38287.71,38,1201.69,6,1
2026-01-18,Groceries,35072.34,41,773.89,6,1
2026-01-18,Footwear,23006.94,24,1445.0,6,1
2026-01-18,HomeDecor,20621.3,17,1112.56,6,1
2026-01-19,Electronics,44931.11,51,765.86,0,1
2026-01-19,Clothing,31737.87,31,1452.8,0,1
2026-01-19,Groceries,25298.95,23,1573.64,0,1
2026-01-19,Footwear,18053.86,21,649.9,0,1
2026-01-19,HomeDecor,16794.86,17,1653.02,0,1
2026-01-20,Electronics,44286.62,40,1736.28,1,1
2026-01-20,Clothing,29918.09,30,2241.06,1,1
2026-01-20,Groceries,22666.83,28,1154.51,1,1
2026-01-20,Footwear,19113.44,19,2080.42,1,1
2026-01-20,HomeDecor,13672.8,11,2312.16,1,1
2026-01-21,Electronics,44221.74,47,1686.72,2,1
2026-01-21,Clothing,35135.13,39,1902.1,2,1
2026-01-21,Groceries,21570.25,24,863.8,2,1
2026-01-21,Footwear,16772.88,17,1109.97,2,1
2026-01-21,HomeDecor,17206.76,19,720.21,2,1
2026-01-22,Electronics,44058.04,43,1124.33,3,1
2026-01-22,Clothing,27992.78,29,1520.04,3,1
2026-01-22,Groceries,27599.76,32,1286.14,3,1
2026-01-22,Footwear,18788.77,20,1969.71,3,1
2026-01-22,HomeDecor,17739.01,16,1728.23,3,1
2026-01-23,Electronics,48050.67,53,1469.94,4,1
2026-01-23,Clothing,28536.27,32,1178.85,4,1
2026-01-23,Groceries,30393.27,30,1231.21,4,1
2026-01-23,Footwear,18788.57,16,1321.79,4,1
2026-01-23,HomeDecor,16113.14,16,1436.42,4,1
2026-01-24,Electronics,62568.2,61,2149.4,5,1
2026-01-24,Clothing,45772.05,40,2451.03,5,1
2026-01-24,Groceries,39020.1,44,1170.83,5,1
2026-01-24,Footwear,27086.41,24,2399.83,5,1
2026-01-24,HomeDecor,18724.33,20,1510.12,5,1
2026-01-25,Electronics,63544.33,71,2432.69,6,1
2026-01-25,Clothing,37755.25,39,1153.75,6,1
2026-01-25,Groceries,40545.18,35,1802.51,6,1
2026-01-25,Footwear,27368.65,25,2085.75,6,1
2026-01-25,HomeDecor,19510.22,20,1314.51,6,1
2026-01-26,Electronics,45831.06,45,1293.53,0,1
2026-01-26,Clothing,25958.62,23,979.62,0,1
2026-01-26,Groceries,22570.96,20,941.86,0,1
2026-01-26,Footwear,22400.83,18,1645.19,0,1
2026-01-26,HomeDecor,14014.66,11,1477.08,0,1
2026-01-27,Electronics,40288.9,34,998.33,1,1
2026-01-27,Clothing,31609.96,33,2179.44,1,1
2026-01-27,Groceries,27964.26,33,2156.03,1,1
2026-01-27,Footwear,21437.91,21,1878.66,1,1
2026-01-27,HomeDecor,16494.07,18,1803.34,1,1
2026-01-28,Electronics,41594.42,45,1080.1,2,1
2026-01-28,Clothing,25734.57,29,1958.95,2,1
2026-01-28,Groceries,28753.33,28,740.53,2,1
2026-01-28,Footwear,19354.64,17,1510.55,2,1
2026-01-28,HomeDecor,14623.75,14,1615.3,2,1
2026-01-29,Electronics,50976.87,44,1394.77,3,1
2026-01-29,Clothing,31668.69,38,2102.37,3,1
2026-01-29,Groceries,26139.72,26,1933.11,3,1
2026-01-29,Footwear,24330.0,22,1728.26,3,1
2026-01-29,HomeDecor,14034.72,16,807.8,3,1
2026-01-30,Electronics,49175.28,53,1849.44,4,1
2026-01-30,Clothing,30171.04,30,916.04,4,1
2026-01-30,Groceries,25671.48,23,684.16,4,1
2026-01-30,Footwear,23056.94,20,1887.2,4,1
2026-01-30,HomeDecor,15761.75,15,2436.94,4,1
2026-01-31,Electronics,64020.15,66,2434.86,5,1
2026-01-31,Clothing,44843.65,43,801.29,5,1
2026-01-31,Groceries,32518.28,38,1091.6,5,1
2026-01-31,Footwear,24734.13,23,2019.02,5,1
2026-01-31,HomeDecor,18134.26,16,1702.98,5,1
2026-02-01,Electronics,48804.38,44,1019.96,6,2
2026-02-01,Clothing,48827.64,49,1343.15,6,2
2026-02-01,Groceries,30026.67,25,1891.16,6,2
2026-02-01,Footwear,26402.62,22,1550.88,6,2
2026-02-01,HomeDecor,19689.45,20,2495.64,6,2
2026-02-02,Electronics,46383.33,44,798.64,0,2
2026-02-02,Clothing,32447.21,32,2349.04,0,2
2026-02-02,Groceries,27151.18,32,820.53,0,2
2026-02-02,Footwear,18833.85,16,869.18,0,2
2026-02-02,HomeDecor,14749.32,15,1251.83,0,2
2026-02-03,Electronics,46271.61,51,1590.12,1,2
2026-02-03,Clothing,29253.93,29,1504.71,1,2
2026-02-03,Groceries,29018.36,28,1971.79,1,2
2026-02-03,Footwear,20981.95,20,1205.93,1,2
2026-02-03,HomeDecor,16102.32,16,684.9,1,2
2026-02-04,Electronics,47982.97,41,818.66,2,2
2026-02-04,Clothing,33520.42,34,1831.14,2,2
2026-02-04,Groceries,25452.55,22,2120.1,2,2
2026-02-04,Footwear,17406.34,14,1063.43,2,2
2026-02-04,HomeDecor,15599.53,17,1648.63,2,2
2026-02-05,Electronics,42068.89,43,1663.71,3,2
2026-02-05,Clothing,28414.15,27,1040.53,3,2
2026-02-05,Groceries,26465.91,26,1796.54,3,2
2026-02-05,Footwear,22476.57,25,1816.91,3,2
2026-02-05,HomeDecor,15031.91,14,1351.61,3,2
2026-02-06,Electronics,46389.75,39,1766.8,4,2
2026-02-06,Clothing,35106.64,38,1454.19,4,2
2026-02-06,Groceries,25601.88,25,1338.79,4,2
2026-02-06,Footwear,25203.37,21,1008.11,4,2
2026-02-06,HomeDecor,15848.26,16,2029.42,4,2
2026-02-07,Electronics,50053.37,60,1696.96,5,2
2026-02-07,Clothing,43551.03,40,955.22,5,2
2026-02-07,Groceries,35036.41,36,974.44,5,2
2026-02-07,Footwear,30482.33,35,1098.47,5,2
2026-02-07,HomeDecor,21613.19,20,1602.66,5,2
2026-02-08,Electronics,59908.88,53,1195.47,6,2
2026-02-08,Clothing,35541.59,35,1761.49,6,2
2026-02-08,Groceries,33044.55,30,817.04,6,2
2026-02-08,Footwear,24703.59,25,2206.48,6,2
2026-02-08,HomeDecor,19074.44,17,927.8,6,2
2026-02-09,Electronics,47648.6,41,1941.38,0,2
2026-02-09,Clothing,35009.71,36,2345.5,0,2
2026-02-09,Groceries,25986.68,23,761.03,0,2
2026-02-09,Footwear,17608.23,20,1195.05,0,2
2026-02-09,HomeDecor,15666.9,16,1180.22,0,2
2026-02-10,Electronics,50384.84,56,1309.28,1,2
2026-02-10,Clothing,28170.65,32,1570.57,1,2
2026-02-10,Groceries,24664.96,24,1733.21,1,2
2026-02-10,Footwear,20029.38,18,1329.05,1,2
2026-02-10,HomeDecor,13822.65,15,1524.67,1,2
2026-02-11,Electronics,47917.26,44,1917.52,2,2
2026-02-11,Clothing,29637.16,26,2368.32,2,2
2026-02-11,Groceries,26048.83,29,1654.33,2,2
2026-02-11,Footwear,18225.02,17,1148.79,2,2
2026-02-11,HomeDecor,14343.81,16,1197.7,2,2
2026-02-12,Electronics,48250.72,46,1776.88,3,2
2026-02-12,Clothing,28881.5,29,2408.5,3,2
2026-02-12,Groceries,29317.41,27,859.42,3,2
2026-02-12,Footwear,19200.73,19,2431.28,3,2
